Filename,Filetype,Sample ID,Project,Data Collection,R24 ID,File URI,Checksum
pBICCNsMMrCBiVIIId181102b.bam.tar,bam,pBICCNsMMrCBiVIIId181102b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-t282idv,https://assets.nemoarchive.org/aln-t282idv,
pBICCNsMMrCBiVIIId181102b.mex.tar.gz,mex,pBICCNsMMrCBiVIIId181102b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-fsmtiz9,https://assets.nemoarchive.org/der-fsmtiz9,
pBICCNsMMrCBiVIIId181102b_S12_L002.fastq.tar,fastq,pBICCNsMMrCBiVIIId181102b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-q5p674c,https://assets.nemoarchive.org/seq-q5p674c,
pBICCNsMMrCBiVIIId181102b_S12_L001.fastq.tar,fastq,pBICCNsMMrCBiVIIId181102b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-2vjpt9b,https://assets.nemoarchive.org/seq-2vjpt9b,
pBICCNsMMrCBiXd180108.bam.tar,bam,pBICCNsMMrCBiXd180108,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-v08wsa4,https://assets.nemoarchive.org/aln-v08wsa4,
pBICCNsMMrCBiXd180108.mex.tar.gz,mex,pBICCNsMMrCBiXd180108,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-w37wuyj,https://assets.nemoarchive.org/der-w37wuyj,e37e495232a35008d527f8db6f48552d
pBICCNsMMrCBiXd180108_S7_L001.fastq.tar,fastq,pBICCNsMMrCBiXd180108,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-dfpqw0s,https://assets.nemoarchive.org/seq-dfpqw0s,
pBICCNsMMrCBiXd180108_S7_L002.fastq.tar,fastq,pBICCNsMMrCBiXd180108,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-cxcg80e,https://assets.nemoarchive.org/seq-cxcg80e,
pBICCNsMMrMOpRPiM004d190318.v2.bam.tar,bam,pBICCNsMMrMOpRPiM004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-odhz2tc,https://assets.nemoarchive.org/aln-odhz2tc,
pBICCNsMMrMOpRPiM004d190318.v2.mex.tar.gz,mex,pBICCNsMMrMOpRPiM004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-r8h94cb,https://assets.nemoarchive.org/der-r8h94cb,
pBICCNsMMrMOpRPiM004d190318.mex.tar.gz,mex,pBICCNsMMrMOpRPiM004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-wcyr11r,https://assets.nemoarchive.org/der-wcyr11r,91e02cb7cb2df78fb208595043947ba6
pBICCNsMMrMOpRPiM004d190318_S3_L001.fastq.tar,fastq,pBICCNsMMrMOpRPiM004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-9h988w4,https://assets.nemoarchive.org/seq-9h988w4,
pBICCNsMMrMOpRPiM004d190318_S3_L002.fastq.tar,fastq,pBICCNsMMrMOpRPiM004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-8jcdymm,https://assets.nemoarchive.org/seq-8jcdymm,
pBICCNsMMrMOpRAiF005d190318.v2.bam.tar,bam,pBICCNsMMrMOpRAiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-pgg4fti,https://assets.nemoarchive.org/aln-pgg4fti,
pBICCNsMMrMOpRAiF005d190318.mex.tar.gz,mex,pBICCNsMMrMOpRAiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-k4ifjmj,https://assets.nemoarchive.org/der-k4ifjmj,35e4c0bcad3be08369dd4a3da3eb02b0
pBICCNsMMrMOpRAiF005d190318.v2.mex.tar.gz,mex,pBICCNsMMrMOpRAiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-vmc2e4w,https://assets.nemoarchive.org/der-vmc2e4w,
pBICCNsMMrMOpRAiF005d190318_S6_L002.fastq.tar,fastq,pBICCNsMMrMOpRAiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-qj5o0sm,https://assets.nemoarchive.org/seq-qj5o0sm,
pBICCNsMMrMOpRAiF005d190318_S6_L001.fastq.tar,fastq,pBICCNsMMrMOpRAiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-tnza12j,https://assets.nemoarchive.org/seq-tnza12j,
pBICCNsMMrMOpRMiM007d190320.v2.bam.tar,bam,pBICCNsMMrMOpRMiM007d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-kmgg5d8,https://assets.nemoarchive.org/aln-kmgg5d8,
pBICCNsMMrMOpRMiM007d190320.v2.mex.tar.gz,mex,pBICCNsMMrMOpRMiM007d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-dfseorw,https://assets.nemoarchive.org/der-dfseorw,
pBICCNsMMrMOpRMiM007d190320.mex.tar.gz,mex,pBICCNsMMrMOpRMiM007d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-vwazq5h,https://assets.nemoarchive.org/der-vwazq5h,09a2b23aa431fb7fdbeb9365c0147739
pBICCNsMMrMOpRMiM007d190320_S3_L001.fastq.tar,fastq,pBICCNsMMrMOpRMiM007d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-egkjk6b,https://assets.nemoarchive.org/seq-egkjk6b,
pBICCNsMMrMOpRMiM007d190320_S3_L002.fastq.tar,fastq,pBICCNsMMrMOpRMiM007d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-o9n5z1d,https://assets.nemoarchive.org/seq-o9n5z1d,
pBICCNsMMrMOpRPiM008d190320.v2.bam.tar,bam,pBICCNsMMrMOpRPiM008d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-hac6c8w,https://assets.nemoarchive.org/aln-hac6c8w,
pBICCNsMMrMOpRPiM008d190320.v2.mex.tar.gz,mex,pBICCNsMMrMOpRPiM008d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-yct2fn6,https://assets.nemoarchive.org/der-yct2fn6,
pBICCNsMMrMOpRPiM008d190320.mex.tar.gz,mex,pBICCNsMMrMOpRPiM008d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-vmx327c,https://assets.nemoarchive.org/der-vmx327c,06c9e63657f1f3cbc0b1bb98913c5819
pBICCNsMMrMOpRPiM008d190320_S2_L002.fastq.tar,fastq,pBICCNsMMrMOpRPiM008d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-2hwkexh,https://assets.nemoarchive.org/seq-2hwkexh,
pBICCNsMMrMOpRPiM008d190320_S2_L001.fastq.tar,fastq,pBICCNsMMrMOpRPiM008d190320,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-s0o50ji,https://assets.nemoarchive.org/seq-s0o50ji,
pBICCNsMMrCBiId190108b.bam.tar,bam,pBICCNsMMrCBiId190108b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-d3mdyqz,https://assets.nemoarchive.org/aln-d3mdyqz,
pBICCNsMMrCBiId190108b.mex.tar.gz,mex,pBICCNsMMrCBiId190108b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-g6psatk,https://assets.nemoarchive.org/der-g6psatk,
pBICCNsMMrCBiId190108b_S2_L002.fastq.tar,fastq,pBICCNsMMrCBiId190108b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-qdqneyk,https://assets.nemoarchive.org/seq-qdqneyk,
pBICCNsMMrCBiId190108b_S2_L001.fastq.tar,fastq,pBICCNsMMrCBiId190108b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-7ht8h3i,https://assets.nemoarchive.org/seq-7ht8h3i,
pBICCNsMMrCBIXiM006d190313d.mex.tar.gz,mex,pBICCNsMMrCBIXiM006d190313d,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-1u5ahwx,https://assets.nemoarchive.org/der-1u5ahwx,
pBICCNsMMrCBIXiM006d190313d_S2_L002.fastq.tar,fastq,pBICCNsMMrCBIXiM006d190313d,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-fsxgkaz,https://assets.nemoarchive.org/seq-fsxgkaz,
pBICCNsMMrCBPRMiM002d190312b.mex.tar.gz,mex,pBICCNsMMrCBPRMiM002d190312b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-cssf5qy,https://assets.nemoarchive.org/der-cssf5qy,
pBICCNsMMrCBPRMiM002d190312b_S8_L002.fastq.tar,fastq,pBICCNsMMrCBPRMiM002d190312b,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-v8tkk87,https://assets.nemoarchive.org/seq-v8tkk87,
pBICCNsMMrCBAN1iM002d190312c.mex.tar.gz,mex,pBICCNsMMrCBAN1iM002d190312c,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-gv6163k,https://assets.nemoarchive.org/der-gv6163k,
pBICCNsMMrCBAN1iM002d190312c_S3_L002.fastq.tar,fastq,pBICCNsMMrCBAN1iM002d190312c,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-gpa31ng,https://assets.nemoarchive.org/seq-gpa31ng,
pBICCNsMMrCBPRMiM006d190321f.mex.tar.gz,mex,pBICCNsMMrCBPRMiM006d190321f,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-o4n1hyu,https://assets.nemoarchive.org/der-o4n1hyu,
pBICCNsMMrCBPRMiM006d190321f_S13_L002.fastq.tar,fastq,pBICCNsMMrCBPRMiM006d190321f,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-dtwu5p9,https://assets.nemoarchive.org/seq-dtwu5p9,
pBICCNsMMrCBPRMiM006d190321f_S13_L001.fastq.tar,fastq,pBICCNsMMrCBPRMiM006d190321f,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-xh9fvc3,https://assets.nemoarchive.org/seq-xh9fvc3,
pBICCNsMMrCBAN2iM006d190321a.mex.tar.gz,mex,pBICCNsMMrCBAN2iM006d190321a,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-n65bkdt,https://assets.nemoarchive.org/der-n65bkdt,
pBICCNsMMrCBAN2iM006d190321a_S2_L002.fastq.tar,fastq,pBICCNsMMrCBAN2iM006d190321a,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-1t4u9d3,https://assets.nemoarchive.org/seq-1t4u9d3,
pBICCNsMMrCBPRMiM006d190321a.mex.tar.gz,mex,pBICCNsMMrCBPRMiM006d190321a,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-6syq35r,https://assets.nemoarchive.org/der-6syq35r,
